シリーズ名,名前,レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5
EXリオハートα,EXリオハートコイルα,9,3,0,0,M6,132,170,3,0,-3,0,-4,匠,1,毒耐性,2,雌火竜の真髄,1,,,,
EXリオハートβ,EXリオハートコイルβ,9,4,0,0,M6,132,170,3,0,-3,0,-4,匠,1,毒耐性,1,雌火竜の真髄,1,,,,
EXウルムーα,EXウルムーコイルα,9,2,2,0,M4,130,168,-3,2,0,1,0,精霊の加護,2,風圧耐性,1,,,,,,
EXウルムーβ,EXウルムーコイルβ,9,4,1,0,M4,130,168,-3,2,0,1,0,精霊の加護,1,風圧耐性,1,,,,,,
EXウルムメアα,EXウルムメアコイルα,9,2,0,0,M4,132,170,-3,-3,2,1,1,睡眠属性強化,2,広域化,1,,,,,,
EXウルムメアβ,EXウルムメアコイルβ,9,4,0,0,M4,132,170,-3,-3,2,1,1,睡眠属性強化,2,,,,,,,,
EXバルキンα,EXバルキンコイルα,9,1,0,0,M4,134,172,0,2,0,-1,-2,ガード性能,2,睡眠耐性,2,,,,,,
EXバルキンβ,EXバルキンコイルβ,9,4,0,0,M4,134,172,0,2,0,-1,-2,ガード性能,2,,,,,,,,
EXアーティアα,EXアーティアコイルα,10,1,1,0,,142,174,1,-2,-2,2,3,整備,2,見切り,1,太古の神秘,1,,,,
EXアーティアβ,EXアーティアコイルβ,10,4,1,0,,142,174,1,-2,-2,2,3,整備,1,見切り,1,太古の神秘,1,,,,
EXアークロックα,EXアークロックコイルα,10,2,0,0,,142,174,2,2,2,-1,-1,破壊王,2,睡眠ビン追加,1,調査団の錬金術,1,,,,
EXアークロックβ,EXアークロックコイルβ,10,4,1,0,,142,174,2,2,2,-1,-1,破壊王,2,調査団の錬金術,1,,,,,,
EXインゴットα,EXインゴットコイルα,10,2,0,0,M6,136,168,-2,0,3,-1,0,風圧耐性,2,属性解放／装填拡張,1,,,,,,
EXインゴットβ,EXインゴットコイルβ,10,4,1,0,M6,136,168,-2,0,3,-1,0,風圧耐性,1,属性解放／装填拡張,1,,,,,,
EXベリオα,EXベリオコイルα,10,3,0,0,M6,138,170,-3,2,-2,3,0,納刀術,1,体力回復量ＵＰ,1,氷牙竜の秘技,1,,,,
EXベリオβ,EXベリオコイルβ,10,4,0,0,M6,138,170,-3,2,-2,3,0,納刀術,1,氷牙竜の秘技,1,,,,,,
EXレウスα,EXレウスコイルα,10,2,0,0,M7,140,172,3,1,-2,1,-3,火属性攻撃強化,2,集中,2,火竜の真髄,1,,,,
EXレウスβ,EXレウスコイルβ,10,4,2,0,M7,140,172,3,1,-2,1,-3,火属性攻撃強化,2,火竜の真髄,1,,,,,,
EXリオソウルα,EXリオソウルコイルα,11,3,0,0,M13,148,172,3,2,2,-3,-4,風圧耐性,2,貫通弾・竜の一矢強化,1,火竜の真髄,1,,,,
EXリオソウルβ,EXリオソウルコイルβ,11,4,2,0,M13,148,172,3,2,2,-3,-4,風圧耐性,2,火竜の真髄,1,,,,,,
EXディアブロα,EXディアブロコイルα,10,2,0,0,M7,140,180,3,-2,0,-3,2,ランナー,2,抜刀術【技】,1,角竜の覇気,1,,,,
EXディアブロβ,EXディアブロコイルβ,10,4,1,0,M7,140,180,3,-2,0,-3,2,ランナー,2,角竜の覇気,1,,,,,,
EXディアネロα,EXディアネロコイルα,11,2,0,0,M13,148,172,2,-3,0,-4,2,ＫＯ術,2,破壊王,1,角竜の覇気,1,,,,
EXディアネロβ,EXディアネロコイルβ,11,4,1,0,M13,148,172,2,-3,0,-4,2,ＫＯ術,2,角竜の覇気,1,,,,,,
EXギエナα,EXギエナコイルα,10,2,0,0,M7,140,170,-1,2,-3,3,0,氷属性攻撃強化,2,風圧耐性,2,風漂竜の覇気,1,,,,
EXギエナβ,EXギエナコイルβ,10,4,1,0,M7,140,170,-1,2,-3,3,0,氷属性攻撃強化,2,風圧耐性,1,風漂竜の覇気,1,,,,
EXブリーナα,EXブリーナコイルα,11,1,1,0,M12,146,170,-3,2,-1,3,0,回避距離ＵＰ,2,集中,1,風漂竜の覇気,1,,,,
EXブリーナβ,EXブリーナコイルβ,11,4,0,0,M12,146,170,-3,2,-1,3,0,回避距離ＵＰ,2,風漂竜の覇気,1,,,,,,
EXガロンα,EXガロンコイルα,10,2,0,0,M7,140,172,2,2,-2,-3,0,見切り,3,砥石使用高速化,1,惨爪竜の真髄,1,,,,
EXガロンβ,EXガロンコイルβ,10,4,2,0,M7,140,172,2,2,-2,-3,0,見切り,2,惨爪竜の真髄,1,,,,,,
EXデスガロンα,EXデスガロンコイルα,11,2,1,0,M14,148,172,-2,-3,-2,-2,4,龍属性攻撃強化,2,力の解放,1,惨爪竜の真髄,1,,,,
EXデスガロンβ,EXデスガロンコイルβ,11,4,2,0,M14,148,172,-2,-3,-2,-2,4,龍属性攻撃強化,2,惨爪竜の真髄,1,,,,,,
EXラヴァα,EXラヴァコイルα,10,1,0,0,M7,140,172,3,-3,1,-2,2,納刀術,2,体力回復量ＵＰ,2,,,,,,
EXラヴァβ,EXラヴァコイルβ,10,4,0,0,M7,140,172,3,-3,1,-2,2,納刀術,2,体力回復量ＵＰ,1,,,,,,
EXガンキンα,EXガンキンコイルα,10,2,1,0,M7,144,176,4,-3,1,-2,-2,破壊王,1,ガード性能,1,爆鎚竜の覇気,1,,,,
EXガンキンβ,EXガンキンコイルβ,10,4,2,0,M7,144,176,4,-3,1,-2,-2,破壊王,1,爆鎚竜の覇気,1,,,,,,
EXナルガα,EXナルガコイルα,10,1,0,0,M7,140,172,-2,2,-3,0,0,回避性能,2,スタミナ急速回復,1,迅竜の真髄,1,,,,
EXナルガβ,EXナルガコイルβ,10,4,0,0,M7,140,172,-2,2,-3,0,0,回避性能,1,スタミナ急速回復,1,迅竜の真髄,1,,,,
EXディノα,EXディノコイルα,10,1,1,0,M7,142,174,3,-3,1,-1,-1,渾身,2,通常弾・通常矢強化,1,斬竜の真髄,1,,,,
EXディノβ,EXディノコイルβ,10,4,0,0,M7,142,174,3,-3,1,-1,-1,渾身,2,斬竜の真髄,1,,,,,,
EXディノイエロα,EXディノイエロコイルα,11,2,0,0,M14,150,174,-3,2,-1,2,-1,匠,2,防御力ＤＯＷＮ耐性,2,斬竜の真髄,1,,,,
EXディノイエロβ,EXディノイエロコイルβ,11,4,0,0,M14,150,174,-3,2,-1,2,-1,匠,2,斬竜の真髄,1,,,,,,
EXブラキα,EXブラキコイルα,10,3,0,0,M9,142,174,3,-2,1,-3,1,爆破属性強化,2,スタミナ奪取,1,砕竜の真髄,1,,,,
EXブラキβ,EXブラキコイルβ,10,4,2,0,M9,142,174,3,-2,1,-3,1,爆破属性強化,2,砕竜の真髄,1,,,,,,
EXレックスα,EXレックスコイルα,10,3,1,0,M9,142,174,2,0,-3,0,-2,耳栓,1,満足感,1,轟竜の真髄,1,,,,
EXレックスβ,EXレックスコイルβ,10,4,2,1,M9,142,174,2,0,-3,0,-2,耳栓,1,轟竜の真髄,1,,,,,,
EXレックスロアα,EXレックスロアコイルα,11,2,0,0,M70,156,182,3,-4,-2,0,0,体力回復量ＵＰ,3,弱点特効,1,轟竜の真髄,1,,,,
EXレックスロアβ,EXレックスロアコイルβ,11,4,0,0,M70,156,182,3,-4,-2,0,0,体力回復量ＵＰ,2,弱点特効,1,轟竜の真髄,1,,,,
EXクロオビα,EXクロオビコイルα,11,3,0,0,,150,174,1,1,1,1,2,体力回復量ＵＰ,2,ランナー,1,教官の導き,1,,,,
EXクロオビβ,EXクロオビコイルβ,11,4,1,0,,150,174,1,1,1,1,2,体力回復量ＵＰ,2,教官の導き,1,,,,,,
EXドーベルα,EXドーベルコイルα,11,2,1,0,M17,152,176,-2,0,-1,-1,4,攻撃,2,気絶耐性,2,,,,,,
EXドーベルβ,EXドーベルコイルβ,11,4,2,0,M17,152,176,-2,0,-1,-1,4,攻撃,1,気絶耐性,1,,,,,,
EXダマスクα,EXダマスクコイルα,11,3,2,0,M17,152,176,4,-2,0,0,0,集中,1,ガード性能,1,,,,,,
EXダマスクβ,EXダマスクコイルβ,11,4,3,1,M17,152,176,4,-2,0,0,0,集中,1,,,,,,,,
EXプライドα,EXプライドコイルα,11,3,0,0,M18,154,178,3,1,-2,-4,-2,ボマー,2,抜刀術【技】,1,爆鱗竜の覇気,1,,,,
EXプライドβ,EXプライドコイルβ,11,4,2,0,M18,154,178,3,1,-2,-4,-2,ボマー,2,爆鱗竜の覇気,1,,,,,,
EXグリードα,EXグリードコイルα,11,1,0,0,M21,156,180,2,1,-3,1,-3,スタミナ奪取,2,匠,1,恐暴竜の真髄,1,,,,
EXグリードβ,EXグリードコイルβ,11,4,1,0,M21,156,180,2,1,-3,1,-3,スタミナ奪取,2,恐暴竜の真髄,1,,,,,,
EXラヴィーナα,EXラヴィーナコイルα,12,2,1,0,M17,154,178,-3,2,-1,4,-1,ひるみ軽減,1,災禍転福,1,冰龍の神秘,1,,,,
EXラヴィーナβ,EXラヴィーナコイルβ,12,4,1,0,M17,154,178,-3,2,-1,4,-1,ひるみ軽減,1,冰龍の神秘,1,,,,,,
EXヴァルファーα,EXヴァルファーコイルα,12,2,1,0,M19,156,180,-2,4,1,1,-3,早食い,2,フルチャージ,1,屍套龍の霊脈,1,,,,
EXヴァルファーβ,EXヴァルファーコイルβ,12,4,2,0,M19,156,180,-2,4,1,1,-3,早食い,2,屍套龍の霊脈,1,,,,,,
EXカイザーα,EXカイザーコイルα,12,3,0,0,M19,156,180,3,-3,1,-3,1,爆破属性強化,2,弱点特効,1,炎王龍の武技,1,,,,
EXカイザーβ,EXカイザーコイルβ,12,4,2,1,M19,156,180,3,-3,1,-3,1,爆破属性強化,2,炎王龍の武技,1,,,,,,
EXクシャナα,EXクシャナアンダα,12,2,0,0,M19,156,180,0,2,-3,4,-2,氷属性攻撃強化,3,回避距離ＵＰ,1,鋼龍の飛翔,1,,,,
EXクシャナβ,EXクシャナアンダβ,12,4,1,0,M19,156,180,0,2,-3,4,-2,氷属性攻撃強化,3,鋼龍の飛翔,1,,,,,,
EXキリンα,EXキリンフープα,12,2,0,0,M19,154,172,-3,-2,4,-2,2,属性やられ耐性,2,属性解放／装填拡張,1,幻獣の神秘,1,,,,
EXキリンβ,EXキリンフープβ,12,4,1,1,M19,154,172,-3,-2,4,-2,2,属性やられ耐性,2,幻獣の神秘,1,,,,,,
EXテンタクルα,EXテンタクルコイルα,12,1,1,1,M20,158,176,-3,4,3,0,-2,体術,2,スタミナ急速回復,1,溟龍の神秘,1,,,,
EXテンタクルβ,EXテンタクルコイルβ,12,4,1,1,M20,158,176,-3,4,3,0,-2,体術,1,スタミナ急速回復,1,溟龍の神秘,1,,,,
EXギルドパレスα,EXギルドパレスコイルα,11,1,1,0,M70,154,178,1,2,2,1,1,挑戦者,3,死中に活,1,ギルドの見識,1,,,,
EXギルドパレスβ,EXギルドパレスコイルβ,11,4,1,0,M70,154,178,1,2,2,1,1,挑戦者,2,死中に活,1,ギルドの見識,1,,,,
EXアンガルダα,EXアンガルダコイルα,12,3,2,0,M23,162,180,0,-2,3,-3,0,体力増強,2,体力回復量ＵＰ,1,地啼龍の神秘,1,,,,
EXアンガルダβ,EXアンガルダコイルβ,12,4,3,0,M23,162,180,0,-2,3,-3,0,体力増強,2,地啼龍の神秘,1,,,,,,
EXゾラマグナα,EXゾラマグナスパインα,12,3,2,0,M24,160,178,4,-3,-1,-2,-3,耐震,1,砲術,1,熔山龍の真髄,1,,,,
EXゾラマグナβ,EXゾラマグナスパインβ,12,4,3,0,M24,160,178,4,-3,-1,-2,-3,耐震,1,熔山龍の真髄,1,,,,,,
EXガルルガα,EXガルルガコイルα,11,1,1,0,M24,154,178,2,-3,2,-2,-2,逆恨み,2,毒属性強化,2,,,,,,
EXガルルガβ,EXガルルガコイルβ,11,4,3,0,M24,154,178,2,-3,2,-2,-2,逆恨み,2,,,,,,,,
EXジンオウα,EXジンオウコイルα,11,2,0,0,M24,158,182,-1,-1,4,-4,1,強化持続,1,雷属性攻撃強化,2,雷狼竜の真髄,1,,,,
EXジンオウβ,EXジンオウコイルβ,11,4,2,0,M24,158,182,-1,-1,4,-4,1,強化持続,1,雷狼竜の真髄,1,,,,,,
EXギルドワークα,EXギルドワークウエストα,12,3,2,0,M24,162,180,2,1,1,2,2,探索者の幸運,1,感知,1,ギルドの見識,1,,,,
EXギルドワークβ,EXギルドワークウエストβ,12,4,3,0,M24,162,180,2,1,1,2,2,探索者の幸運,1,ギルドの見識,1,,,,,,
EXゴールドルナα,EXゴールドルナコイルα,12,2,2,0,M70,162,180,3,-2,-4,0,4,精霊の加護,3,体力増強,1,金火竜の真髄,1,,,,
EXゴールドルナβ,EXゴールドルナコイルβ,12,4,2,0,M70,162,180,3,-2,-4,0,4,精霊の加護,3,金火竜の真髄,1,,,,,,
EXシルバーソルα,EXシルバーソルコイルα,12,1,1,0,M70,162,180,4,-3,-2,-2,3,風圧耐性,2,超会心,1,銀火竜の真髄,1,,,,
EXシルバーソルβ,EXシルバーソルコイルβ,12,4,1,0,M70,162,180,4,-3,-2,-2,3,風圧耐性,1,超会心,1,銀火竜の真髄,1,,,,
EXエンプレスα,EXエンプレスコイルα,12,2,2,0,M50,164,182,3,1,1,-3,-2,体力増強,2,爆破属性強化,2,炎妃龍の真髄,1,,,,
EXエンプレスβ,EXエンプレスコイルβ,12,4,2,0,M50,164,182,3,1,1,-3,-2,体力増強,2,炎妃龍の真髄,1,,,,,,
EXゾークα,EXゾークコイルα,12,2,1,0,M100,166,184,1,1,-3,1,-3,攻撃,3,耳栓,1,滅尽龍の覇気,1,,,,
EXゾークβ,EXゾークコイルβ,12,4,1,0,M100,166,184,1,1,-3,1,-3,攻撃,2,耳栓,1,滅尽龍の覇気,1,,,,
EX金色α,EX金色ノ帯α,11,3,1,0,M24,158,182,2,0,3,-5,2,弱点特効,1,匠,1,金獅子の怒気,1,,,,
EX金色β,EX金色ノ帯β,11,4,3,0,M24,158,182,2,0,3,-5,2,弱点特効,1,金獅子の怒気,1,,,,,,
EX斉天α,EX斉天ノ帯α,12,1,1,1,M24,170,188,2,0,3,-5,2,渾身,2,火事場力,2,金獅子の闘志,1,,,,
EX斉天β,EX斉天ノ帯β,12,4,2,1,M24,170,188,2,0,3,-5,2,渾身,2,金獅子の闘志,1,,,,,,
EXゴクオウα,EXゴクオウコイルα,11,1,1,1,M24,160,184,2,-4,-5,0,4,力の解放,3,耳栓,2,雷狼竜の真髄,1,,,,
EXゴクオウβ,EXゴクオウコイルβ,11,4,1,1,M24,160,184,2,-4,-5,0,4,力の解放,3,耳栓,1,雷狼竜の真髄,1,,,,
EX龍紋α,EX龍紋ヲ刻マレシ封帯α,12,3,0,0,M24,168,186,2,1,1,1,-1,回避性能,2,渾身,1,赤龍の封印,1,,,,
EX龍紋β,EX龍紋ヲ刻マレシ封帯β,12,4,1,0,M24,168,186,2,1,1,1,-1,回避性能,2,赤龍の封印,1,,,,,,
EXブラキウムα,EXブラキウムコイルα,12,3,0,0,M24,170,188,3,-2,1,-3,1,挑戦者,3,砲術,2,砕竜の闘志,1,,,,
EXブラキウムβ,EXブラキウムコイルβ,12,4,1,0,M24,170,188,3,-2,1,-3,1,挑戦者,3,砕竜の闘志,1,,,,,,
EXオルムングα,EXオルムングコイルα,11,3,3,1,M24,162,186,-3,2,-2,3,0,納刀術,1,抜刀術【技】,1,氷牙竜の絶技,1,,,,
EXオルムングβ,EXオルムングコイルβ,11,4,3,1,M24,162,186,-3,2,-2,3,0,納刀術,1,氷牙竜の絶技,1,,,,,,
EXエスカドラα,EXエスカドラマイトα,12,3,1,0,M24,160,178,3,0,0,3,2,攻撃,4,龍耐性,3,煌黒龍の神秘,1,,,,
EXエスカドラβ,EXエスカドラマイトβ,12,4,1,0,M24,160,178,3,0,0,3,2,攻撃,3,龍耐性,3,煌黒龍の神秘,1,,,,
EXドラゴンα,EXドラゴンスパインα,12,4,3,3,M24,180,198,-1,2,2,0,-4,見切り,3,弱点特効,1,黒龍の伝説,1,,,,
EXドラゴンβ,EXドラゴンスパインβ,12,4,4,4,M24,180,198,-1,2,2,0,-4,見切り,2,黒龍の伝説,1,,,,,,
EXマムガイラα,EXマムガイラコイルα,12,2,1,1,M24,176,194,4,-2,3,-2,-4,フルチャージ,2,満足感,1,爛輝龍の真髄,1,,,,
EXマムガイラβ,EXマムガイラコイルβ,12,4,2,0,M24,176,194,4,-2,3,-2,-4,フルチャージ,2,爛輝龍の真髄,1,,,,,,
EXテンタクルγ,EXテンタクルコイルγ,12,4,2,0,M100,176,194,-3,4,3,0,-2,回避距離ＵＰ,3,回復速度,2,溟龍の神秘,1,,,,
EXラヴィーナγ,EXラヴィーナコイルγ,12,4,1,0,M100,180,198,-3,2,-1,4,-1,集中,3,納刀術,1,冰龍の神秘,1,,,,
EXウーロンα,EXウーロンウエストα,9,1,1,0,M1,120,158,1,1,1,4,1,体術,3,万福の祝福,1,,,,,,
EXアストラα,EXアストラスカートα,9,4,1,0,M1,140,178,2,2,2,2,2,ひるみ軽減,2,大感謝の祝福,1,,,,,,
EXローゼα,EXローゼベルトα,10,4,1,0,M9,150,182,4,1,1,1,1,逆恨み,3,満開の祝福,1,,,,,,
EXパッションα,EXパッションベルトα,10,1,1,0,M12,156,188,1,4,1,1,1,植生学,4,情熱の祝福,1,,,,,,
EX魔界ノ主α,EX魔界ノ主【革帯】α,11,1,1,0,M11,162,186,1,1,4,1,1,属性解放／装填拡張,3,ホラーナイトの祝福,1,,,,,,
EX蒼世ノ侍α,EX蒼世ノ侍【帯】α,12,4,1,1,M18 ,170,188,2,2,0,0,3,スリンガー装填数ＵＰ,2,水属性攻撃強化,3,銀火竜の真髄,1,,,,
EXバヌークα,EXバヌークコイルα,12,4,1,1,M24,160,178,2,0,2,2,2,ランナー,2,水場・深雪適応,1,蛮顎竜の覇気,1,,,,
EXマッスルα,EXマッスルウエストα,11,4,0,0,M24,154,178,2,-1,0,-1,-3,挑戦者,2,火事場力,3,,,,,,
EXアルテミスα,EXアルテミスコイルα,11,3,0,0,M1,140,164,2,2,1,1,2,属性やられ耐性,2,体力回復量ＵＰ,2,New World,1,,,,
EXレオンα,EXレオンウエストα,12,4,0,0,M20,150,168,3,2,2,3,0,挑戦者,1,攻撃,1,サバイバー,1,,,,
EXクレアα,EXクレアウエストα,12,4,0,0,M20,150,168,3,2,2,3,0,挑戦者,1,スタミナ急速回復,2,サバイバー,1,,,,
EXシールドウィーバー,EXシールドウィーバー・腰,12,3,1,0,M24,132,150,-1,-1,3,-1,2,逆恨み,3,動力源,1,,,,,,
