シリーズ名,名前,レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5
EXプケラグーナβ,EXプケラグーナヘルムβ,9,4,0,0,M4,132,170,0,3,-2,-3,0,抜刀術【技】,1,アイテム使用強化,1,,,,,,
EXボロスα,EXボロスヘルムα,9,2,0,0,M1,118,156,-3,-1,3,-1,0,ガード性能,2,ランナー,1,,,,,,
EXボロスβ,EXボロスヘルムβ,9,4,1,0,M1,118,156,-3,-1,3,-1,0,ガード性能,2,,,,,,,,
EXジュラα,EXジュラヘルムα,9,1,1,0,M1,118,156,-1,2,-3,0,0,力の解放,2,集中,1,,,,,,
EXジュラβ,EXジュラヘルムβ,9,4,1,0,M1,118,156,-1,2,-3,0,0,力の解放,1,集中,1,,,,,,
EXブランα,EXブランヘルムα,9,2,0,0,M1,118,156,-3,0,-2,3,2,水場・深雪適応,2,耳栓,1,,,,,,
EXブランβ,EXブランヘルムβ,9,4,1,0,M1,118,156,-3,0,-2,3,2,水場・深雪適応,2,,,,,,,,
EXカガチα,EXカガチヘルムα,9,2,0,0,M1,120,158,0,-3,3,0,0,体術,2,回避距離ＵＰ,1,,,,,,
EXカガチβ,EXカガチヘルムβ,9,4,1,0,M1,120,158,0,-3,3,0,0,体術,1,回避距離ＵＰ,1,,,,,,
EXベニカガチα,EXベニカガチヘルムα,9,1,0,0,M3,132,148,1,3,-3,-2,1,回避距離ＵＰ,2,麻痺属性強化,1,,,,,,
EXベニカガチβ,EXベニカガチヘルムβ,9,4,0,0,M3,132,148,1,3,-3,-2,1,回避距離ＵＰ,1,麻痺属性強化,1,,,,,,
EXハイメタα,EXハイメタヘルムα,9,2,0,0,M1,128,166,0,-1,-2,3,0,氷耐性,2,耳栓,2,,,,,,
EXハイメタβ,EXハイメタヘルムβ,9,4,1,0,M1,128,166,0,-1,-2,3,0,氷耐性,2,耳栓,1,,,,,,
EXバフバロα,EXバフバロヘルムα,9,2,0,0,M3,130,168,-2,2,-1,3,-3,逆恨み,2,キノコ大好き,1,,,,,,
EXバフバロβ,EXバフバロヘルムβ,9,4,1,0,M3,130,168,-2,2,-1,3,-3,逆恨み,2,,,,,,,,
EXジャナフα,EXジャナフヘルムα,9,3,0,0,M4,132,170,3,-3,-1,-1,0,火属性攻撃強化,2,火耐性,1,蛮顎竜の覇気,1,,,,
EXジャナフβ,EXジャナフヘルムβ,9,4,0,0,M4,132,170,3,-3,-1,-1,0,火属性攻撃強化,2,蛮顎竜の覇気,1,,,,,,
EXジャナールα,EXジャナールヘルムα,11,2,1,0,M13,146,170,-1,-1,2,-3,0,弱点特効,1,死中に活,1,蛮顎竜の覇気,1,,,,
EXジャナールβ,EXジャナールヘルムβ,11,4,2,0,M13,146,170,-1,-1,2,-3,0,弱点特効,1,蛮顎竜の覇気,1,,,,,,
EXレイアα,EXレイアヘルムα,9,3,0,0,M4,130,168,2,0,-2,0,-3,体力増強,2,毒属性強化,1,雌火竜の真髄,1,,,,
EXレイアβ,EXレイアヘルムβ,9,4,0,0,M4,130,168,2,0,-2,0,-3,体力増強,1,毒属性強化,1,雌火竜の真髄,1,,,,
EXリオハートα,EXリオハートヘルムα,9,3,0,0,M6,132,170,3,0,-3,0,-4,回避距離ＵＰ,2,クライマー,1,雌火竜の真髄,1,,,,
EXリオハートβ,EXリオハートヘルムβ,9,4,1,0,M6,132,170,3,0,-3,0,-4,回避距離ＵＰ,2,雌火竜の真髄,1,,,,,,
EXウルムーα,EXウルムーヘルムα,9,3,0,0,M4,130,168,-3,2,0,1,0,スタミナ急速回復,2,風圧耐性,1,,,,,,
EXウルムーβ,EXウルムーヘルムβ,9,4,1,0,M4,130,168,-3,2,0,1,0,スタミナ急速回復,2,,,,,,,,
EXウルムメアα,EXウルムメアヘルムα,9,1,1,0,M4,132,170,-3,-3,2,1,1,弱点特効,1,広域化,1,,,,,,
EXウルムメアβ,EXウルムメアヘルムβ,9,4,0,0,M4,132,170,-3,-3,2,1,1,弱点特効,1,,,,,,,,
EXバルキンα,EXバルキンヘルムα,9,1,1,0,M4,134,172,0,2,0,-1,-2,耐震,2,ＫＯ術,1,,,,,,
EXバルキンβ,EXバルキンヘルムβ,9,4,0,0,M4,134,172,0,2,0,-1,-2,耐震,2,,,,,,,,
EXアーティアα,EXアーティアヘルムα,10,2,0,0,,142,174,1,-2,-2,2,3,スリンガー装填数ＵＰ,2,属性解放／装填拡張,1,太古の神秘,1,,,,
EXアーティアβ,EXアーティアヘルムβ,10,4,1,0,,142,174,1,-2,-2,2,3,スリンガー装填数ＵＰ,1,属性解放／装填拡張,1,太古の神秘,1,,,,
EXアークロックα,EXアークロックヘルムα,10,1,1,0,,142,174,2,2,2,-1,-1,挑戦者,2,破壊王,1,調査団の錬金術,1,,,,
EXアークロックβ,EXアークロックヘルムβ,10,4,1,0,,142,174,2,2,2,-1,-1,挑戦者,1,破壊王,1,調査団の錬金術,1,,,,
EXインゴットα,EXインゴットヘルムα,10,2,0,0,M6,136,168,-2,0,3,-1,0,雷属性攻撃強化,2,風圧耐性,1,,,,,,
EXインゴットβ,EXインゴットヘルムβ,10,4,2,0,M6,136,168,-2,0,3,-1,0,雷属性攻撃強化,2,,,,,,,,
EXベリオα,EXベリオヘルムα,10,1,1,0,M6,138,170,-3,2,-2,3,0,回避距離ＵＰ,2,強化持続,1,氷牙竜の秘技,1,,,,
EXベリオβ,EXベリオヘルムβ,10,4,1,0,M6,138,170,-3,2,-2,3,0,回避距離ＵＰ,1,強化持続,1,氷牙竜の秘技,1,,,,
EXレウスα,EXレウスヘルムα,10,2,0,0,M7,140,172,3,1,-2,1,-3,攻撃,2,火属性攻撃強化,2,火竜の真髄,1,,,,
EXレウスβ,EXレウスヘルムβ,10,4,1,0,M7,140,172,3,1,-2,1,-3,攻撃,2,火竜の真髄,1,,,,,,
EXリオソウルα,EXリオソウルヘルムα,11,1,1,0,M13,148,172,3,2,2,-3,-4,超会心,1,クライマー,1,火竜の真髄,1,,,,
EXリオソウルβ,EXリオソウルヘルムβ,11,4,0,0,M13,148,172,3,2,2,-3,-4,超会心,1,火竜の真髄,1,,,,,,
EXディアブロα,EXディアブロヘルムα,10,2,0,0,M7,140,180,3,-2,0,-3,2,抜刀術【技】,2,ＫＯ術,1,角竜の覇気,1,,,,
EXディアブロβ,EXディアブロヘルムβ,10,4,0,0,M7,140,180,3,-2,0,-3,2,抜刀術【技】,2,角竜の覇気,1,,,,,,
EXディアネロα,EXディアネロヘルムα,11,1,1,0,M13,148,172,2,-3,0,-4,2,破壊王,2,逆恨み,1,角竜の覇気,1,,,,
EXディアネロβ,EXディアネロヘルムβ,11,4,1,0,M13,148,172,2,-3,0,-4,2,破壊王,2,角竜の覇気,1,,,,,,
EXギエナα,EXギエナヘルムα,10,2,0,0,M7,140,170,-1,2,-3,3,0,精霊の加護,2,氷属性攻撃強化,2,風漂竜の覇気,1,,,,
EXギエナβ,EXギエナヘルムβ,10,4,1,0,M7,140,170,-1,2,-3,3,0,精霊の加護,2,風漂竜の覇気,1,,,,,,
EXブリーナα,EXブリーナヘルムα,11,1,1,1,M12,146,170,-3,2,-1,3,0,腹減り耐性,2,回避距離ＵＰ,1,風漂竜の覇気,1,,,,
EXブリーナβ,EXブリーナヘルムβ,11,4,1,0,M12,146,170,-3,2,-1,3,0,腹減り耐性,2,風漂竜の覇気,1,,,,,,
EXガロンα,EXガロンヘルムα,10,2,0,0,M7,140,172,2,2,-2,-3,0,裂傷耐性,2,見切り,2,惨爪竜の真髄,1,,,,
EXガロンβ,EXガロンヘルムβ,10,4,0,0,M7,140,172,2,2,-2,-3,0,裂傷耐性,2,見切り,1,惨爪竜の真髄,1,,,,
EXデスガロンα,EXデスガロンヘルムα,11,3,0,0,M14,148,172,-2,-3,-2,-2,4,力の解放,2,整備,1,惨爪竜の真髄,1,,,,
EXデスガロンβ,EXデスガロンヘルムβ,11,4,2,0,M14,148,172,-2,-3,-2,-2,4,力の解放,2,惨爪竜の真髄,1,,,,,,
EXラヴァα,EXラヴァヘルムα,10,1,1,0,M7,140,172,3,-3,1,-2,2,火属性攻撃強化,2,納刀術,1,,,,,,
EXラヴァβ,EXラヴァヘルムβ,10,4,1,0,M7,140,172,3,-3,1,-2,2,火属性攻撃強化,1,納刀術,1,,,,,,
EXガンキンα,EXガンキンヘルムα,10,2,1,0,M7,144,176,4,-3,1,-2,-2,爆破やられ耐性,2,ひるみ軽減,1,爆鎚竜の覇気,1,,,,
EXガンキンβ,EXガンキンヘルムβ,10,4,3,0,M7,144,176,4,-3,1,-2,-2,爆破やられ耐性,2,爆鎚竜の覇気,1,,,,,,
EXナルガα,EXナルガヘルムα,10,1,1,0,M7,140,172,-2,2,-3,0,0,フルチャージ,2,貫通弾・竜の一矢強化,1,迅竜の真髄,1,,,,
EXナルガβ,EXナルガヘルムβ,10,4,1,0,M7,140,172,-2,2,-3,0,0,フルチャージ,1,貫通弾・竜の一矢強化,1,迅竜の真髄,1,,,,
EXディノα,EXディノヘルムα,10,1,0,0,M7,142,174,3,-3,1,-1,-1,集中,2,匠,1,斬竜の真髄,1,,,,
EXディノβ,EXディノヘルムβ,10,4,0,0,M7,142,174,3,-3,1,-1,-1,集中,1,匠,1,斬竜の真髄,1,,,,
EXディノイエロα,EXディノイエロヘルムα,11,1,0,0,M14,150,174,-3,2,-1,2,-1,渾身,2,瘴気耐性,2,斬竜の真髄,1,,,,
EXディノイエロβ,EXディノイエロヘルムβ,11,4,0,0,M14,150,174,-3,2,-1,2,-1,渾身,1,瘴気耐性,2,斬竜の真髄,1,,,,
EXブラキα,EXブラキヘルムα,10,3,0,0,M9,142,174,3,-2,1,-3,1,挑戦者,2,砲弾装填数ＵＰ,1,砕竜の真髄,1,,,,
EXブラキβ,EXブラキヘルムβ,10,4,1,0,M9,142,174,3,-2,1,-3,1,挑戦者,2,砕竜の真髄,1,,,,,,
EXレックスα,EXレックスヘルムα,10,1,0,0,M9,142,174,2,0,-3,0,-2,攻撃,2,耳栓,2,轟竜の真髄,1,,,,
EXレックスβ,EXレックスヘルムβ,10,4,0,0,M9,142,174,2,0,-3,0,-2,攻撃,2,耳栓,1,轟竜の真髄,1,,,,
EXレックスロアα,EXレックスロアヘルムα,11,3,0,0,M70,156,182,3,-4,-2,0,0,攻撃,3,満足感,1,轟竜の真髄,1,,,,
EXレックスロアβ,EXレックスロアヘルムβ,11,4,0,0,M70,156,182,3,-4,-2,0,0,攻撃,2,満足感,1,轟竜の真髄,1,,,,
EXクロオビα,EXクロオビヘルムα,11,3,0,0,,150,174,1,1,1,1,2,ランナー,2,キノコ大好き,1,教官の導き,1,,,,
EXクロオビβ,EXクロオビヘルムβ,11,4,2,0,,150,174,1,1,1,1,2,ランナー,2,教官の導き,1,,,,,,
EXドーベルα,EXドーベルヘルムα,11,1,0,0,M17,152,176,-2,0,-1,-1,4,属性解放／装填拡張,2,スタミナ急速回復,1,,,,,,
EXドーベルβ,EXドーベルヘルムβ,11,4,0,0,M17,152,176,-2,0,-1,-1,4,属性解放／装填拡張,2,,,,,,,,
EXダマスクα,EXダマスクヘルムα,11,3,0,0,M17,152,176,4,-2,0,0,0,防御,3,砥石使用高速化,2,,,,,,
EXダマスクβ,EXダマスクヘルムβ,11,4,1,1,M17,152,176,4,-2,0,0,0,防御,3,,,,,,,,
EXプライドα,EXプライドヘルムα,11,2,1,0,M18,154,178,3,1,-2,-4,-2,耳栓,2,爆破属性強化,2,爆鱗竜の覇気,1,,,,
EXプライドβ,EXプライドヘルムβ,11,4,1,0,M18,154,178,3,1,-2,-4,-2,耳栓,2,爆破属性強化,1,爆鱗竜の覇気,1,,,,
EXグリードα,EXグリードヘルムα,11,1,0,0,M21,156,180,2,1,-3,1,-3,破壊王,1,匠,2,恐暴竜の真髄,1,,,,
EXグリードβ,EXグリードヘルムβ,11,4,3,0,M21,156,180,2,1,-3,1,-3,破壊王,1,恐暴竜の真髄,1,,,,,,
EXラヴィーナα,EXラヴィーナヘルムα,12,3,2,0,M17,154,178,-3,2,-1,4,-1,精霊の加護,2,災禍転福,1,冰龍の神秘,1,,,,
EXラヴィーナβ,EXラヴィーナヘルムβ,12,4,2,0,M17,154,178,-3,2,-1,4,-1,精霊の加護,2,冰龍の神秘,1,,,,,,
EXヴァルファーα,EXヴァルファーヘルムα,12,1,0,0,M19,156,180,-2,4,1,1,-3,フルチャージ,2,龍属性攻撃強化,2,屍套龍の霊脈,1,,,,
EXヴァルファーβ,EXヴァルファーヘルムβ,12,4,1,0,M19,156,180,-2,4,1,1,-3,フルチャージ,2,屍套龍の霊脈,1,,,,,,
EXカイザーα,EXカイザークラウンα,12,1,0,0,M19,156,180,3,-3,1,-3,1,力の解放,2,見切り,2,炎王龍の武技,1,,,,
EXカイザーβ,EXカイザークラウンβ,12,4,0,0,M19,156,180,3,-3,1,-3,1,力の解放,1,見切り,2,炎王龍の武技,1,,,,
EXクシャナα,EXクシャナアンクα,12,2,0,0,M19,156,180,0,2,-3,4,-2,氷属性攻撃強化,2,回避性能,2,鋼龍の飛翔,1,,,,
EXクシャナβ,EXクシャナアンクβ,12,4,1,0,M19,156,180,0,2,-3,4,-2,氷属性攻撃強化,2,回避性能,1,鋼龍の飛翔,1,,,,
EXキリンα,EXキリンホーンα,12,3,1,0,M19,154,172,-3,-2,4,-2,2,ランナー,2,精霊の加護,2,幻獣の神秘,1,,,,
EXキリンβ,EXキリンホーンβ,12,4,1,1,M19,154,172,-3,-2,4,-2,2,ランナー,2,幻獣の神秘,1,,,,,,
EXテンタクルα,EXテンタクルヘルムα,12,1,0,0,M20,158,176,-3,4,3,0,-2,体術,3,渾身,1,溟龍の神秘,1,,,,
EXテンタクルβ,EXテンタクルヘルムβ,12,4,0,0,M20,158,176,-3,4,3,0,-2,体術,2,渾身,1,溟龍の神秘,1,,,,
EXギルドパレスα,EXギルドパレスヘルムα,11,3,0,0,M70,154,178,1,2,2,1,1,体力増強,2,攻めの守勢,1,ギルドの見識,1,,,,
EXギルドパレスβ,EXギルドパレスヘルムβ,11,4,2,0,M70,154,178,1,2,2,1,1,体力増強,2,ギルドの見識,1,,,,,,
EXアンガルダα,EXアンガルダヘルムα,12,3,1,0,M23,162,180,0,-2,3,-3,0,体力回復量ＵＰ,2,破壊王,1,地啼龍の神秘,1,,,,
EXアンガルダβ,EXアンガルダヘルムβ,12,4,2,0,M23,162,180,0,-2,3,-3,0,体力回復量ＵＰ,2,地啼龍の神秘,1,,,,,,
EXゾラマグナα,EXゾラマグナヘッドα,12,2,2,0,M24,160,178,4,-3,-1,-2,-3,ひるみ軽減,1,砲術,2,熔山龍の真髄,1,,,,
EXゾラマグナβ,EXゾラマグナヘッドβ,12,4,2,1,M24,160,178,4,-3,-1,-2,-3,ひるみ軽減,1,熔山龍の真髄,1,,,,,,
EXガルルガα,EXガルルガヘルムα,11,3,0,0,M24,154,178,2,-3,2,-2,-2,見切り,2,逆恨み,1,,,,,,
EXガルルガβ,EXガルルガヘルムβ,11,4,2,0,M24,154,178,2,-3,2,-2,-2,見切り,1,逆恨み,1,,,,,,
EXジンオウα,EXジンオウヘルムα,11,1,0,0,M24,158,182,-1,-1,4,-4,1,強化持続,2,超会心,1,雷狼竜の真髄,1,,,,
EXジンオウβ,EXジンオウヘルムβ,11,4,0,0,M24,158,182,-1,-1,4,-4,1,強化持続,1,超会心,1,雷狼竜の真髄,1,,,,
EXギルドワークα,EXギルドワークヘッドα,12,3,2,0,M24,162,180,2,1,1,2,2,植生学,3,ハニーハンター,1,ギルドの見識,1,,,,
EXギルドワークβ,EXギルドワークヘッドβ,12,4,3,0,M24,162,180,2,1,1,2,2,植生学,2,ハニーハンター,1,ギルドの見識,1,,,,
EXゴールドルナα,EXゴールドルナヘルムα,12,2,2,0,M70,162,180,3,-2,-4,0,4,体力増強,2,毒属性強化,2,金火竜の真髄,1,,,,
EXゴールドルナβ,EXゴールドルナヘルムβ,12,4,2,0,M70,162,180,3,-2,-4,0,4,体力増強,2,金火竜の真髄,1,,,,,,
EXシルバーソルα,EXシルバーソルヘルムα,12,2,2,0,M70,162,180,4,-3,-2,-2,3,風圧耐性,2,火属性攻撃強化,2,銀火竜の真髄,1,,,,
EXシルバーソルβ,EXシルバーソルヘルムβ,12,4,3,0,M70,162,180,4,-3,-2,-2,3,風圧耐性,2,銀火竜の真髄,1,,,,,,
EXエンプレスα,EXエンプレスセクターα,12,3,0,0,M50,164,182,3,1,1,-3,-2,整備,2,攻めの守勢,2,炎妃龍の真髄,1,,,,
EXエンプレスβ,EXエンプレスセクターβ,12,4,2,0,M50,164,182,3,1,1,-3,-2,整備,2,炎妃龍の真髄,1,,,,,,
EXゾークα,EXゾークヘルムα,12,3,1,0,M100,166,184,1,1,-3,1,-3,渾身,2,スタミナ急速回復,1,滅尽龍の覇気,1,,,,
EXゾークβ,EXゾークヘルムβ,12,4,2,0,M100,166,184,1,1,-3,1,-3,渾身,2,滅尽龍の覇気,1,,,,,,
EX金色α,EX金色ノ添髪α,11,0,0,0,M24,158,182,2,0,3,-5,2,弱点特効,2,匠,2,金獅子の怒気,1,,,,
EX金色β,EX金色ノ添髪β,11,4,1,0,M24,158,182,2,0,3,-5,2,弱点特効,2,金獅子の怒気,1,,,,,,
EX斉天α,EX斉天ノ添髪α,12,0,0,0,M24,170,188,2,0,3,-5,2,耳栓,3,火事場力,3,金獅子の闘志,1,,,,
EX斉天β,EX斉天ノ添髪β,12,4,0,0,M24,170,188,2,0,3,-5,2,耳栓,3,火事場力,1,金獅子の闘志,1,,,,
EXゴクオウα,EXゴクオウヘルムα,11,2,1,0,M24,160,184,2,-4,-5,0,4,力の解放,3,耐震,2,雷狼竜の真髄,1,,,,
EXゴクオウβ,EXゴクオウヘルムβ,11,4,1,0,M24,160,184,2,-4,-5,0,4,力の解放,3,耐震,1,雷狼竜の真髄,1,,,,
EX龍紋α,EX龍紋ヲ刻マレシ封冠α,12,2,1,1,M24,168,186,2,1,1,1,-1,回避性能,2,超会心,1,赤龍の封印,1,,,,
EX龍紋β,EX龍紋ヲ刻マレシ封冠β,12,4,1,1,M24,168,186,2,1,1,1,-1,回避性能,1,超会心,1,赤龍の封印,1,,,,
EXブラキウムα,EXブラキウムヘルムα,12,2,2,1,M24,170,188,3,-2,1,-3,1,弱点特効,1,ガード性能,2,砕竜の闘志,1,,,,
EXブラキウムβ,EXブラキウムヘルムβ,12,4,4,1,M24,170,188,3,-2,1,-3,1,弱点特効,1,砕竜の闘志,1,,,,,,
EXオルムングα,EXオルムングヘルムα,11,3,2,1,M24,162,186,-3,2,-2,3,0,見切り,2,納刀術,1,氷牙竜の絶技,1,,,,
EXオルムングβ,EXオルムングヘルムβ,11,4,2,1,M24,162,186,-3,2,-2,3,0,見切り,2,氷牙竜の絶技,1,,,,,,
EXエスカドラα,EXエスカドラワイズα,12,3,1,0,M24,160,178,3,0,0,3,2,逆恨み,3,見切り,2,煌黒龍の神秘,1,,,,
EXエスカドラβ,EXエスカドラワイズβ,12,4,1,0,M24,160,178,3,0,0,3,2,逆恨み,3,見切り,1,煌黒龍の神秘,1,,,,
EXドラゴンα,EXドラゴンヘッドα,12,3,2,2,M24,180,198,-1,2,2,0,-4,気絶耐性,3,ガード性能,3,黒龍の伝説,1,,,,
EXドラゴンβ,EXドラゴンヘッドβ,12,4,4,4,M24,180,198,-1,2,2,0,-4,気絶耐性,3,黒龍の伝説,1,,,,,,
EXマムガイラα,EXマムガイラヘルムα,12,0,0,0,M24,176,194,4,-2,3,-2,-4,満足感,1,属性解放／装填拡張,3,爛輝龍の真髄,1,,,,
EXマムガイラβ,EXマムガイラヘルムβ,12,4,4,1,M24,176,194,4,-2,3,-2,-4,満足感,1,爛輝龍の真髄,1,,,,,,
EXテンタクルγ,EXテンタクルヘルムγ,12,4,2,0,M100,176,194,-3,4,3,0,-2,スタミナ急速回復,3,整備,1,溟龍の神秘,1,,,,
EXラヴィーナγ,EXラヴィーナヘルムγ,12,4,4,1,M100,180,198,-3,2,-1,4,-1,災禍転福,3,死中に活,1,冰龍の神秘,1,,,,
EXウーロンα,EXウーロンヘッドα,9,4,0,0,M1,120,158,1,1,1,4,1,見切り,3,万福の祝福,1,,,,,,
EXアストラα,EXアストラヴェールα,9,4,0,0,M1,140,178,2,2,2,2,2,広域化,3,大感謝の祝福,1,,,,,,
EXローゼα,EXローゼヘッドα,10,3,2,1,M9,150,182,4,1,1,1,1,不屈,1,満開の祝福,1,,,,,,
EXパッションα,EXパッションヘッドα,10,3,0,0,M12,156,188,1,4,1,1,1,ランナー,3,情熱の祝福,1,,,,,,
EX魔界ノ主α,EX魔界ノ主【艶髪】α,11,4,0,0,M11,162,186,1,1,4,1,1,ガード性能,3,ホラーナイトの祝福,1,,,,,,
EX蒼世ノ侍α,EX蒼世ノ侍【艶髪】α,12,4,0,0,M18,170,188,2,2,0,0,3,スリンガー装填数ＵＰ,3,弱点特効,1,銀火竜の真髄,1,,,,
EXバヌークα,EXバヌークヘルムα,12,4,1,1,M24,160,178,2,0,2,2,2,集中,2,水場・深雪適応,1,蛮顎竜の覇気,1,,,,
EXギンセンザルα,EXギンセンザルα,9,2,1,0,M3,120,158,0,0,0,5,0,体力回復量ＵＰ,2,,,,,,,,
EXキブクレα,EXキブクレフェイクα,9,4,0,0,M4,138,176,-1,3,0,4,0,回避性能,2,,,,,,,,
EX封印の龍骸布α,EX封印の龍骸布α,12,4,4,0,M20,152,170,-3,0,0,1,5,逆恨み,1,,,,,,,,
EX竜人族の耳α,EX竜人族の耳α,9,4,0,0,M3,140,168,1,1,1,1,5,キノコ大好き,2,環境利用の知識,1,,,,,,
EXアルテミスα,EXアルテミスヘッドα,11,1,1,0,M1,140,164,2,2,1,1,2,フルチャージ,2,耳栓,1,New World,1,,,,
EX身軽さの耳飾りα,EX身軽さの耳飾りα,11,2,2,1,M18,154,178,1,1,1,1,1,受け身術,1,,,,,,,,
EX陽動の耳飾りα,EX陽動の耳飾りα,12,2,2,1,M70,162,180,1,1,1,1,1,陽動攻撃,1,,,,,,,,
EXレオンα,EXレオンフェイスα,12,1,1,0,M20,150,168,3,2,2,3,0,挑戦者,2,弱点特効,1,サバイバー,1,,,,
EXクレアα,EXクレアフェイスα,12,1,1,0,M20,150,168,3,2,2,3,0,挑戦者,2,回避性能,2,サバイバー,1,,,,
EXシールドウィーバー,EXシールドウィーバー・頭,12,4,2,0,M24,132,150,-1,-1,3,-1,2,体力増強,2,雷属性攻撃強化,2,動力源,1,,,,
