シリーズ名,名前,レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5
EXバフバロα,EXバフバログリーヴα,9,3,0,0,M3,130,168,-2,2,-1,3,-3,キノコ大好き,1,早食い,1,,,,,,
EXバフバロβ,EXバフバログリーヴβ,9,4,1,0,M3,130,168,-2,2,-1,3,-3,キノコ大好き,1,,,,,,,,
EXジャナフα,EXジャナフグリーヴα,9,2,0,0,M4,132,170,3,-3,-1,-1,0,砲術,2,ランナー,1,蛮顎竜の覇気,1,,,,
EXジャナフβ,EXジャナフグリーヴβ,9,4,1,0,M4,132,170,3,-3,-1,-1,0,砲術,2,蛮顎竜の覇気,1,,,,,,
EXジャナールα,EXジャナールグリーヴα,11,2,1,0,M13,146,170,-1,-1,2,-3,0,雷属性攻撃強化,2,特殊射撃強化,1,蛮顎竜の覇気,1,,,,
EXジャナールβ,EXジャナールグリーヴβ,11,4,1,0,M13,146,170,-1,-1,2,-3,0,雷属性攻撃強化,2,蛮顎竜の覇気,1,,,,,,
EXレイアα,EXレイアグリーヴα,9,3,0,0,M4,130,168,2,0,-2,0,-3,体力回復量ＵＰ,2,毒耐性,1,雌火竜の真髄,1,,,,
EXレイアβ,EXレイアグリーヴβ,9,4,0,0,M4,130,168,2,0,-2,0,-3,体力回復量ＵＰ,2,雌火竜の真髄,1,,,,,,
EXリオハートα,EXリオハートグリーヴα,9,2,1,0,M6,132,170,3,0,-3,0,-4,整備,1,風圧耐性,1,雌火竜の真髄,1,,,,
EXリオハートβ,EXリオハートグリーヴβ,9,4,2,0,M6,132,170,3,0,-3,0,-4,整備,1,雌火竜の真髄,1,,,,,,
EXウルムーα,EXウルムーグリーヴα,9,3,0,0,M4,130,168,-3,2,0,1,0,風圧耐性,2,スタミナ急速回復,1,,,,,,
EXウルムーβ,EXウルムーグリーヴβ,9,4,1,0,M4,130,168,-3,2,0,1,0,風圧耐性,2,,,,,,,,
EXウルムメアα,EXウルムメアグリーヴα,9,3,0,0,M4,132,170,-3,-3,2,1,1,睡眠耐性,2,広域化,1,,,,,,
EXウルムメアβ,EXウルムメアグリーヴβ,9,4,1,0,M4,132,170,-3,-3,2,1,1,睡眠耐性,2,,,,,,,,
EXバルキンα,EXバルキングリーヴα,9,2,0,0,M4,134,172,0,2,0,-1,-2,裂傷耐性,2,ガード性能,1,,,,,,
EXバルキンβ,EXバルキングリーヴβ,9,4,1,0,M4,134,172,0,2,0,-1,-2,裂傷耐性,2,,,,,,,,
EXアーティアα,EXアーティアグリーヴα,10,1,1,0,,142,174,1,-2,-2,2,3,フルチャージ,2,スリンガー装填数ＵＰ,1,太古の神秘,1,,,,
EXアーティアβ,EXアーティアグリーヴβ,10,4,0,0,,142,174,1,-2,-2,2,3,フルチャージ,2,太古の神秘,1,,,,,,
EXアークロックα,EXアークロックグリーヴα,10,1,1,0,,142,174,2,2,2,-1,-1,超会心,1,ボマー,2,調査団の錬金術,1,,,,
EXアークロックβ,EXアークロックグリーヴβ,10,4,0,0,,142,174,2,2,2,-1,-1,超会心,1,ボマー,1,調査団の錬金術,1,,,,
EXインゴットα,EXインゴットグリーヴα,10,2,0,0,M6,136,168,-2,0,3,-1,0,防御,2,属性解放／装填拡張,1,,,,,,
EXインゴットβ,EXインゴットグリーヴβ,10,4,0,0,M6,136,168,-2,0,3,-1,0,防御,1,属性解放／装填拡張,1,,,,,,
EXベリオα,EXベリオグリーヴα,10,1,1,0,M6,138,170,-3,2,-2,3,0,体術,2,納刀術,1,氷牙竜の秘技,1,,,,
EXベリオβ,EXベリオグリーヴβ,10,4,1,0,M6,138,170,-3,2,-2,3,0,体術,1,納刀術,1,氷牙竜の秘技,1,,,,
EXレウスα,EXレウスグリーヴα,10,3,0,0,M7,140,172,3,1,-2,1,-3,スリンガー装填数ＵＰ,2,攻撃,2,火竜の真髄,1,,,,
EXレウスβ,EXレウスグリーヴβ,10,4,0,0,M7,140,172,3,1,-2,1,-3,スリンガー装填数ＵＰ,2,攻撃,1,火竜の真髄,1,,,,
EXリオソウルα,EXリオソウルグリーヴα,11,1,0,0,M13,148,172,3,2,2,-3,-4,超会心,1,風圧耐性,2,火竜の真髄,1,,,,
EXリオソウルβ,EXリオソウルグリーヴβ,11,4,0,0,M13,148,172,3,2,2,-3,-4,超会心,1,風圧耐性,1,火竜の真髄,1,,,,
EXディアブロα,EXディアブログリーヴα,10,1,1,0,M7,140,180,3,-2,0,-3,2,耐震,2,ＫＯ術,2,角竜の覇気,1,,,,
EXディアブロβ,EXディアブログリーヴβ,10,4,1,0,M7,140,180,3,-2,0,-3,2,耐震,2,ＫＯ術,1,角竜の覇気,1,,,,
EXディアネロα,EXディアネログリーヴα,11,1,0,0,M13,148,172,2,-3,0,-4,2,逆恨み,2,ＫＯ術,1,角竜の覇気,1,,,,
EXディアネロβ,EXディアネログリーヴβ,11,4,0,0,M13,148,172,2,-3,0,-4,2,逆恨み,2,角竜の覇気,1,,,,,,
EXギエナα,EXギエナグリーヴα,10,3,0,0,M7,140,170,-1,2,-3,3,0,氷耐性,2,抜刀術【技】,1,風漂竜の覇気,1,,,,
EXギエナβ,EXギエナグリーヴβ,10,4,2,0,M7,140,170,-1,2,-3,3,0,氷耐性,2,風漂竜の覇気,1,,,,,,
EXブリーナα,EXブリーナグリーヴα,11,1,1,0,M12,146,170,-3,2,-1,3,0,ランナー,2,散弾・剛射強化,1,風漂竜の覇気,1,,,,
EXブリーナβ,EXブリーナグリーヴβ,11,4,2,0,M12,146,170,-3,2,-1,3,0,ランナー,2,風漂竜の覇気,1,,,,,,
EXガロンα,EXガロングリーヴα,10,1,0,0,M7,140,172,2,2,-2,-3,0,納刀術,2,見切り,1,惨爪竜の真髄,1,,,,
EXガロンβ,EXガロングリーヴβ,10,4,0,0,M7,140,172,2,2,-2,-3,0,納刀術,1,見切り,1,惨爪竜の真髄,1,,,,
EXデスガロンα,EXデスガロングリーヴα,11,1,1,0,M14,148,172,-2,-3,-2,-2,4,整備,2,強化持続,1,惨爪竜の真髄,1,,,,
EXデスガロンβ,EXデスガロングリーヴβ,11,4,1,1,M14,148,172,-2,-3,-2,-2,4,整備,2,惨爪竜の真髄,1,,,,,,
EXラヴァα,EXラヴァグリーヴα,10,2,0,0,M7,140,172,3,-3,1,-2,2,散弾・剛射強化,1,火属性攻撃強化,2,,,,,,
EXラヴァβ,EXラヴァグリーヴβ,10,4,1,0,M7,140,172,3,-3,1,-2,2,散弾・剛射強化,1,火属性攻撃強化,1,,,,,,
EXガンキンα,EXガンキングリーヴα,10,1,0,0,M7,144,176,4,-3,1,-2,-2,ガード性能,2,攻めの守勢,1,爆鎚竜の覇気,1,,,,
EXガンキンβ,EXガンキングリーヴβ,10,4,1,0,M7,144,176,4,-3,1,-2,-2,ガード性能,2,爆鎚竜の覇気,1,,,,,,
EXナルガα,EXナルガグリーヴα,10,1,1,0,M7,140,172,-2,2,-3,0,0,回避性能,1,フルチャージ,1,迅竜の真髄,1,,,,
EXナルガβ,EXナルガグリーヴβ,10,4,1,0,M7,140,172,-2,2,-3,0,0,回避性能,1,迅竜の真髄,1,,,,,,
EXディノα,EXディノグリーヴα,10,2,0,0,M7,142,174,3,-3,1,-1,-1,匠,2,熱ダメージ無効,1,斬竜の真髄,1,,,,
EXディノβ,EXディノグリーヴβ,10,4,0,0,M7,142,174,3,-3,1,-1,-1,匠,2,斬竜の真髄,1,,,,,,
EXディノイエロα,EXディノイエログリーヴα,11,1,0,0,M14,150,174,-3,2,-1,2,-1,渾身,2,スタミナ急速回復,1,斬竜の真髄,1,,,,
EXディノイエロβ,EXディノイエログリーヴβ,11,4,2,0,M14,150,174,-3,2,-1,2,-1,渾身,1,斬竜の真髄,1,,,,,,
EXブラキα,EXブラキグリーヴα,10,2,0,0,M9,142,174,3,-2,1,-3,1,挑戦者,2,砲術,2,砕竜の真髄,1,,,,
EXブラキβ,EXブラキグリーヴβ,10,4,0,0,M9,142,174,3,-2,1,-3,1,挑戦者,2,砲術,1,砕竜の真髄,1,,,,
EXレックスα,EXレックスグリーヴα,10,3,1,0,M9,142,174,2,0,-3,0,-2,早食い,1,満足感,1,轟竜の真髄,1,,,,
EXレックスβ,EXレックスグリーヴβ,10,4,2,0,M9,142,174,2,0,-3,0,-2,早食い,1,轟竜の真髄,1,,,,,,
EXレックスロアα,EXレックスロアグリーヴα,11,1,0,0,M70,156,182,3,-4,-2,0,0,挑戦者,3,弱点特効,1,轟竜の真髄,1,,,,
EXレックスロアβ,EXレックスロアグリーヴβ,11,4,0,0,M70,156,182,3,-4,-2,0,0,挑戦者,2,弱点特効,1,轟竜の真髄,1,,,,
EXクロオビα,EXクロオビグリーヴα,11,2,2,0,,150,174,1,1,1,1,2,広域化,2,体力回復量ＵＰ,1,教官の導き,1,,,,
EXクロオビβ,EXクロオビグリーヴβ,11,4,2,0,,150,174,1,1,1,1,2,広域化,2,教官の導き,1,,,,,,
EXドーベルα,EXドーベルグリーヴα,11,2,0,0,M17,152,176,-2,0,-1,-1,4,攻撃,2,キノコ大好き,2,,,,,,
EXドーベルβ,EXドーベルグリーヴβ,11,4,2,0,M17,152,176,-2,0,-1,-1,4,攻撃,1,キノコ大好き,1,,,,,,
EXダマスクα,EXダマスクグリーヴα,11,2,1,0,M17,152,176,4,-2,0,0,0,防御,2,ガード性能,2,,,,,,
EXダマスクβ,EXダマスクグリーヴβ,11,4,2,0,M17,152,176,4,-2,0,0,0,防御,2,ガード性能,1,,,,,,
EXプライドα,EXプライドグリーヴα,11,3,0,0,M18,154,178,3,1,-2,-4,-2,耳栓,2,ジャンプ鉄人,1,爆鱗竜の覇気,1,,,,
EXプライドβ,EXプライドグリーヴβ,11,4,2,0,M18,154,178,3,1,-2,-4,-2,耳栓,1,ジャンプ鉄人,1,爆鱗竜の覇気,1,,,,
EXグリードα,EXグリードグリーヴα,11,2,2,0,M21,156,180,2,1,-3,1,-3,早食い,2,スタミナ奪取,1,恐暴竜の真髄,1,,,,
EXグリードβ,EXグリードグリーヴβ,11,4,2,0,M21,156,180,2,1,-3,1,-3,早食い,1,スタミナ奪取,1,恐暴竜の真髄,1,,,,
EXラヴィーナα,EXラヴィーナグリーヴα,12,1,1,0,M17,154,178,-3,2,-1,4,-1,抜刀術【技】,2,災禍転福,1,冰龍の神秘,1,,,,
EXラヴィーナβ,EXラヴィーナグリーヴβ,12,4,1,0,M17,154,178,-3,2,-1,4,-1,抜刀術【技】,2,冰龍の神秘,1,,,,,,
EXヴァルファーα,EXヴァルファーグリーヴα,12,3,2,0,M19,156,180,-2,4,1,1,-3,瘴気耐性,2,龍属性攻撃強化,2,屍套龍の霊脈,1,,,,
EXヴァルファーβ,EXヴァルファーグリーヴβ,12,4,3,0,M19,156,180,-2,4,1,1,-3,瘴気耐性,2,屍套龍の霊脈,1,,,,,,
EXカイザーα,EXカイザーグリーヴα,12,2,0,0,M19,156,180,3,-3,1,-3,1,力の解放,2,爆破属性強化,2,炎王龍の武技,1,,,,
EXカイザーβ,EXカイザーグリーヴβ,12,4,0,0,M19,156,180,3,-3,1,-3,1,力の解放,2,爆破属性強化,1,炎王龍の武技,1,,,,
EXクシャナα,EXクシャナペイルα,12,1,0,0,M19,156,180,0,2,-3,4,-2,回避距離ＵＰ,2,匠,2,鋼龍の飛翔,1,,,,
EXクシャナβ,EXクシャナペイルβ,12,4,3,0,M19,156,180,0,2,-3,4,-2,回避距離ＵＰ,2,鋼龍の飛翔,1,,,,,,
EXキリンα,EXキリンレガースα,12,1,0,0,M19,154,172,-3,-2,4,-2,2,属性解放／装填拡張,2,見切り,2,幻獣の神秘,1,,,,
EXキリンβ,EXキリンレガースβ,12,4,0,0,M19,154,172,-3,-2,4,-2,2,属性解放／装填拡張,2,幻獣の神秘,1,,,,,,
EXテンタクルα,EXテンタクルグリーヴα,12,2,1,0,M20,158,176,-3,4,3,0,-2,スタミナ急速回復,2,属性やられ耐性,1,溟龍の神秘,1,,,,
EXテンタクルβ,EXテンタクルグリーヴβ,12,4,2,0,M20,158,176,-3,4,3,0,-2,スタミナ急速回復,2,溟龍の神秘,1,,,,,,
EXギルドパレスα,EXギルドパレスグリーヴα,11,2,0,0,M70,154,178,1,2,2,1,1,火事場力,3,体力増強,1,ギルドの見識,1,,,,
EXギルドパレスβ,EXギルドパレスグリーヴβ,11,4,1,0,M70,154,178,1,2,2,1,1,火事場力,2,体力増強,1,ギルドの見識,1,,,,
EXアンガルダα,EXアンガルダグリーヴα,12,1,1,1,M23,162,180,0,-2,3,-3,0,破壊王,2,防御,2,地啼龍の神秘,1,,,,
EXアンガルダβ,EXアンガルダグリーヴβ,12,4,2,1,M23,162,180,0,-2,3,-3,0,破壊王,1,防御,1,地啼龍の神秘,1,,,,
EXゾラマグナα,EXゾラマグナフットα,12,3,1,0,M24,160,178,4,-3,-1,-2,-3,耳栓,1,匠,1,熔山龍の真髄,1,,,,
EXゾラマグナβ,EXゾラマグナフットβ,12,4,3,0,M24,160,178,4,-3,-1,-2,-3,耳栓,1,熔山龍の真髄,1,,,,,,
EXガルルガα,EXガルルガグリーヴα,11,3,3,0,M24,154,178,2,-3,2,-2,-2,見切り,2,貫通弾・竜の一矢強化,1,,,,,,
EXガルルガβ,EXガルルガグリーヴβ,11,4,2,2,M24,154,178,2,-3,2,-2,-2,見切り,2,,,,,,,,
EXジンオウα,EXジンオウグリーヴα,11,1,0,0,M24,158,182,-1,-1,4,-4,1,雷属性攻撃強化,3,力の解放,2,雷狼竜の真髄,1,,,,
EXジンオウβ,EXジンオウグリーヴβ,11,4,1,0,M24,158,182,-1,-1,4,-4,1,雷属性攻撃強化,1,力の解放,2,雷狼竜の真髄,1,,,,
EXギルドワークα,EXギルドワークフットα,12,2,1,0,M24,162,180,2,1,1,2,2,ひるみ軽減,2,地質学,1,ギルドの見識,1,,,,
EXギルドワークβ,EXギルドワークフットβ,12,4,1,0,M24,162,180,2,1,1,2,2,ひるみ軽減,2,ギルドの見識,1,,,,,,
EXゴールドルナα,EXゴールドルナグリーヴα,12,1,0,0,M70,162,180,3,-2,-4,0,4,弱点特効,2,散弾・剛射強化,1,金火竜の真髄,1,,,,
EXゴールドルナβ,EXゴールドルナグリーヴβ,12,4,0,0,M70,162,180,3,-2,-4,0,4,弱点特効,2,金火竜の真髄,1,,,,,,
EXシルバーソルα,EXシルバーソルグリーヴα,12,3,2,0,M70,162,180,4,-3,-2,-2,3,スリンガー装填数ＵＰ,2,火属性攻撃強化,2,銀火竜の真髄,1,,,,
EXシルバーソルβ,EXシルバーソルグリーヴβ,12,4,2,1,M70,162,180,4,-3,-2,-2,3,スリンガー装填数ＵＰ,2,銀火竜の真髄,1,,,,,,
EXエンプレスα,EXエンプレスグリーヴα,12,3,1,0,M50,164,182,3,1,1,-3,-2,広域化,3,整備,1,炎妃龍の真髄,1,,,,
EXエンプレスβ,EXエンプレスグリーヴβ,12,4,2,0,M50,164,182,3,1,1,-3,-2,広域化,2,整備,1,炎妃龍の真髄,1,,,,
EXゾークα,EXゾークグリーヴα,12,2,0,0,M100,166,184,1,1,-3,1,-3,耳栓,2,挑戦者,1,滅尽龍の覇気,1,,,,
EXゾークβ,EXゾークグリーヴβ,12,4,1,0,M100,166,184,1,1,-3,1,-3,耳栓,2,滅尽龍の覇気,1,,,,,,
EX金色α,EX金色ノ袴α,11,2,2,0,M24,158,182,2,0,3,-5,2,逆恨み,2,攻撃,2,金獅子の怒気,1,,,,
EX金色β,EX金色ノ袴β,11,4,2,0,M24,158,182,2,0,3,-5,2,逆恨み,2,攻撃,1,金獅子の怒気,1,,,,
EX斉天α,EX斉天ノ具足α,12,2,2,0,M24,170,188,2,0,3,-5,2,体力増強,3,火事場力,2,金獅子の闘志,1,,,,
EX斉天β,EX斉天ノ具足β,12,4,4,0,M24,170,188,2,0,3,-5,2,体力増強,3,金獅子の闘志,1,,,,,,
EXゴクオウα,EXゴクオウグリーヴα,11,1,1,0,M24,160,184,2,-4,-5,0,4,集中,2,龍封力強化,1,雷狼竜の真髄,1,,,,
EXゴクオウβ,EXゴクオウグリーヴβ,11,4,1,0,M24,160,184,2,-4,-5,0,4,集中,2,雷狼竜の真髄,1,,,,,,
EX龍紋α,EX龍紋ヲ刻マレシ封靴α,12,3,2,1,M24,168,186,2,1,1,1,-1,超会心,1,渾身,1,赤龍の封印,1,,,,
EX龍紋β,EX龍紋ヲ刻マレシ封靴β,12,4,2,1,M24,168,186,2,1,1,1,-1,超会心,1,赤龍の封印,1,,,,,,
EXブラキウムα,EXブラキウムグリーヴα,12,3,1,0,M24,170,188,3,-2,1,-3,1,弱点特効,2,砥石使用高速化,3,砕竜の闘志,1,,,,
EXブラキウムβ,EXブラキウムグリーヴβ,12,4,1,1,M24,170,188,3,-2,1,-3,1,弱点特効,2,砕竜の闘志,1,,,,,,
EXオルムングα,EXオルムンググリーヴα,11,1,1,0,M24,162,186,-3,2,-2,3,0,攻撃,1,ＫＯ術,3,氷牙竜の絶技,1,,,,
EXオルムングβ,EXオルムンググリーヴβ,11,4,4,0,M24,162,186,-3,2,-2,3,0,攻撃,1,氷牙竜の絶技,1,,,,,,
EXエスカドラα,EXエスカドラスケルα,12,2,2,2,M24,160,178,3,0,0,3,2,防御,3,龍属性攻撃強化,4,煌黒龍の神秘,1,,,,
EXエスカドラβ,EXエスカドラスケルβ,12,4,4,2,M24,160,178,3,0,0,3,2,防御,3,煌黒龍の神秘,1,,,,,,
EXドラゴンα,EXドラゴンフットα,12,4,4,0,M24,180,198,-1,2,2,0,-4,回避性能,1,匠,2,黒龍の伝説,1,,,,
EXドラゴンβ,EXドラゴンフットβ,12,4,4,4,M24,180,198,-1,2,2,0,-4,回避性能,1,黒龍の伝説,1,,,,,,
EXマムガイラα,EXマムガイラグリーヴα,12,2,1,1,M24,176,194,4,-2,3,-2,-4,超会心,2,フルチャージ,1,爛輝龍の真髄,1,,,,
EXマムガイラβ,EXマムガイラグリーヴβ,12,4,1,1,M24,176,194,4,-2,3,-2,-4,超会心,2,爛輝龍の真髄,1,,,,,,
EXテンタクルγ,EXテンタクルグリーヴγ,12,4,0,0,M100,176,194,-3,4,3,0,-2,体術,4,雷属性攻撃強化,2,溟龍の神秘,1,,,,
EXラヴィーナγ,EXラヴィーナグリーヴγ,12,4,2,0,M100,180,198,-3,2,-1,4,-1,フルチャージ,3,納刀術,2,冰龍の神秘,1,,,,
EXウーロンα,EXウーロンフットα,9,4,2,0,M1,120,158,1,1,1,4,1,体力増強,2,万福の祝福,1,,,,,,
EXアストラα,EXアストラタイツα,9,1,0,0,M1,140,178,2,2,2,2,2,弱点特効,2,大感謝の祝福,1,,,,,,
EXローゼα,EXローゼブーツα,10,4,1,0,M9,150,182,4,1,1,1,1,破壊王,2,満開の祝福,1,,,,,,
EXパッションα,EXパッションフットα,10,1,1,0,M12,156,188,1,4,1,1,1,地質学,3,情熱の祝福,1,,,,,,
EX魔界ノ主α,EX魔界ノ主【黒靴】α,11,4,0,0,M11,162,186,1,1,4,1,1,攻めの守勢,3,ホラーナイトの祝福,1,,,,,,
EX蒼世ノ侍α,EX蒼世ノ侍【履物】α,12,4,1,0,M18,170,188,2,2,0,0,3,体術,2,弱点特効,1,銀火竜の真髄,1,,,,
EXバヌークα,EXバヌークグリーヴα,12,4,2,2,M24,160,178,2,0,2,2,2,スタミナ急速回復,1,死中に活,1,蛮顎竜の覇気,1,,,,
EXマッスルα,EXマッスルレッグα,11,4,0,0,M24,154,178,2,-1,0,-1,-3,攻撃,3,火事場力,2,,,,,,
EXアルテミスα,EXアルテミスグリーヴα,11,4,0,0,M1,140,164,2,2,1,1,2,気絶耐性,3,毒耐性,2,New World,1,,,,
EXレオンα,EXレオンレッグα,12,3,2,0,M20,150,168,3,2,2,3,0,挑戦者,1,散弾・剛射強化,1,サバイバー,1,,,,
EXクレアα,EXクレアレッグα,12,4,3,1,M20,150,168,3,2,2,3,0,スタミナ急速回復,1,通常弾・通常矢強化,1,サバイバー,1,,,,
EXシールドウィーバー,EXシールドウィーバー・脚,12,2,1,0,M24,132,150,-1,-1,3,-1,2,弱点特効,2,動力源,1,,,,,,
